date,zone,site,plot,pit,spp,sex,rcap,toe_num,SV_length,total_length,weight,tail,pc
8/14/01,M,NORT,C,11,UTST,J,N,6,23,58,1,W,0
8/14/01,M,NORT,C,12,CNTE,J,N,1,40,118,1,W,0
8/14/01,M,RABB,A,12,EUOB,J,N,1,35,89,2,W,0
8/14/01,M,WELL,B,1,CNTI,F,N,1,87,310,20,W,0
8/14/01,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/01,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,C,GRAV,D,7,UTST,J,N,17,28,79,1,W,0
8/17/01,C,SAND,B,8,UTST,F,N,16,46,125,3,W,0
8/17/01,G,BASN,B,6,CNIN,NA,NA,NA,NA,NA,NA,W,1
8/17/01,G,IBPE,C,4,UTST,J,N,13,30,70,1,B,0
8/17/01,G,IBPE,C,7,UTST,J,N,14,31,77,1,W,0
8/17/01,G,IBPE,C,15,UTST,J,N,15,22,58,1,W,0
8/17/01,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,M,RABB,A,10,UTST,J,N,10,24,36,1,B,0
8/17/01,M,WELL,B,12,UTST,J,N,11,26,67,1,W,0
8/17/01,M,WELL,B,16,UTST,J,N,12,27,69,1,W,0
8/17/01,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,C,CALI,A,5,UTST,M,N,24,35,99,1,W,0
8/21/01,C,GRAV,D,5,UTST,J,N,25,29,80,1,W,0
8/21/01,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,G,IBPE,C,6,UTST,J,N,22,32,89,1,W,0
8/21/01,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,M,NORT,C,2,UTST,M,N,18,48,130,3,W,0
8/21/01,M,NORT,C,2,UTST,J,N,19,26,75,1,W,0
8/21/01,M,NORT,C,9,CNTI,J,N,2,35,113,1,W,0
8/21/01,M,RABB,A,15,UTST,J,N,20,27,76,1,W,0
8/21/01,M,WELL,B,2,UTST,M,N,21,36,98,1,W,0
8/21/01,T,EAST,B,12,UTST,J,N,23,32,88,1,W,0
8/21/01,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/14/01,C,CALI,A,6,UTST,F,N,21,42,105,3,W,0
11/14/01,C,GRAV,D,1,UTST,F,N,23,48,59,3,B,0
11/14/01,C,GRAV,D,5,UTST,M,N,22,49,141,5,W,0
11/14/01,C,SAND,B,8,UTST,M,N,20,53,129,5,W,0
11/14/01,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/14/01,G,IBPE,C,9,UTST,M,NA,NA,NA,NA,NA,NA,1
11/14/01,G,IBPE,C,13,UTST,M,N,18,51,137,5,W,0
11/14/01,G,IBPE,C,14,UTST,F,N,19,45,111,3,W,0
11/14/01,M,NORT,C,4,UTST,M,N,10,50,72,3,B,0
11/14/01,M,NORT,C,4,UTST,F,N,NA,45,120,3,W,1
11/14/01,M,NORT,C,15,UTST,F,N,11,45,115,4,W,0
11/14/01,M,RABB,A,1,UTST,F,N,13,39,90,2,W,0
11/14/01,M,RABB,A,7,UTST,F,N,12,42,113,2,W,0
11/14/01,M,RABB,A,16,UTST,M,N,14,47,126,3,W,1
11/14/01,M,WELL,B,3,UTST,M,N,15,51,139,5,W,0
11/14/01,M,WELL,B,6,UTST,F,N,16,37,104,2,W,0
11/14/01,M,WELL,B,10,UTST,F,N,17,43,118,2,W,0
11/14/01,T,EAST,B,1,UTST,M,N,5,48,134,5,W,0
11/14/01,T,EAST,B,1,UTST,F,N,NA,NA,NA,NA,NA,1
11/14/01,T,EAST,B,2,UTST,M,N,6,49,140,5,W,0
11/14/01,T,EAST,B,4,UTST,M,N,7,52,143,5,W,0
11/14/01,T,EAST,B,4,UTST,M,N,9,52,111,5,B,0
11/14/01,T,EAST,B,5,UTST,M,N,8,55,149,6,W,0
11/14/01,T,EAST,B,9,UTST,F,N,3,46,108,4,B,0
11/14/01,T,EAST,B,9,UTST,M,N,4,53,140,6,W,0
11/14/01,T,EAST,B,10,UTST,F,N,2,46,125,4,W,0
11/14/01,T,WEST,A,2,UTST,F,N,1,45,121,3,W,0
11/20/01,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,C,SAND,B,1,UTST,M,N,NA,40,111,2,W,0
11/20/01,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,G,IBPE,C,1,UTST,M,N,NA,48,130,4,W,0
11/20/01,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,M,WELL,B,1,UTST,F,N,NA,38,86,2,B,0
11/20/01,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,C,SAND,B,1,UTST,M,N,4,53,128,4,W,0
3/11/02,C,SAND,B,8,UTST,M,N,1,55,156,6,W,0
3/11/02,C,SAND,B,9,UTST,F,N,2,44,120,4,W,0
3/11/02,C,SAND,B,12,UTST,F,N,3,45,111,4,W,0
3/11/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,G,IBPE,C,11,UTST,F,N,6,47,128,3,W,0
3/11/02,G,IBPE,C,14,CNIN,F,N,1,42,140,2,B,0
3/11/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,M,NORT,C,14,UTST,F,N,11,45,115,4,W,1
3/11/02,M,RABB,A,13,UTST,F,N,5,42,121,3,W,0
3/11/02,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,C,SAND,B,7,UTST,F,N,7,NA,NA,NA,B,1
3/18/02,C,SAND,B,16,UTST,F,N,8,46,125,4,W,0
3/18/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,G,IBPE,C,13,CNIN,F,N,2,48,165,3,W,0
3/18/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,M,NORT,C,8,UTST,F,N,9,45,120,3,W,0
3/18/02,M,NORT,C,10,UTST,F,N,10,40,110,3,W,0
3/18/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,M,WELL,B,6,UTST,F,N,11,43,117,2,W,1
3/18/02,T,EAST,B,8,UTST,M,N,13,50,135,4,W,1
3/18/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,C,SAND,B,1,UTST,F,N,1,49,126,3,W,0
6/7/02,G,BASN,B,8,HOMA,F,N,1,57,117,6,W,0
6/7/02,G,BASN,B,12,CNIN,F,N,1,58,149,4,W,0
6/7/02,G,BASN,B,12,CNIN,F,N,NA,NA,NA,NA,W,1
6/7/02,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,C,GRAV,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,M,WELL,B,15,PHCO,F,N,1,40,57,3,W,0
6/11/02,T,EAST,B,15,HOMA,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,T,EAST,B,16,CNTI,M,N,3,86,230,21,W,0
6/11/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,T,WEST,A,4,CNIN,M,N,2,55,174,5,W,0
6/11/02,T,WEST,A,13,CNTI,M,N,1,88,280,23,W,0
6/11/02,T,WEST,A,13,CNTI,M,N,2,84,340,23,W,0
6/14/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,C,GRAV,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,G,SUMM,C,2,CNTE,NA,NA,NA,NA,NA,NA,NA,1
6/14/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/14/02,T,WEST,A,5,PHCO,F,N,2,40,59,NA,W,1
6/18/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,C,GRAV,C,15,PHMO,M,N,NA,40,60,3,W,0
6/18/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,T,WEST,A,4,CNTI,M,R,NA,84,340,23,W,1
6/18/02,T,WEST,A,5,CRCO,F,N,NA,100,245,38,W,1
6/18/02,T,WEST,A,7,CNIN,M,N,NA,55,160,3,B,1
8/15/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,C,GRAV,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,G,BASN,B,9,UTST,J,N,10,33,86,1,W,0
8/15/02,G,IBPE,C,3,UTST,J,N,NA,NA,NA,NA,NA,1
8/15/02,G,IBPE,C,6,UTST,F,N,6,40,109,2,W,0
8/15/02,G,IBPE,C,6,UTST,J,N,7,35,91,1,W,0
8/15/02,G,IBPE,C,9,UTST,J,N,8,33,90,1,W,0
8/15/02,G,IBPE,C,15,UTST,J,N,9,34,95,1,W,0
8/15/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,M,NORT,C,1,UTST,M,N,3,35,96,1,W,0
8/15/02,M,NORT,C,4,UTST,J,N,2,38,100,1,W,0
8/15/02,M,NORT,C,8,PHMO,J,N,1,26,34,1,W,0
8/15/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,M,WELL,B,4,UTST,J,N,4,26,71,1,W,0
8/15/02,M,WELL,B,8,UTST,M,N,5,31,64,1,B,0
8/15/02,T,EAST,B,1,UTST,M,N,1,40,47,1,B,0
8/15/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,T,WEST,A,2,CNIN,J,N,1,31,86,1,W,0
8/15/02,T,WEST,A,2,CRCO,NA,NA,NA,NA,NA,NA,NA,1
8/19/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/02,C,GRAV,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/02,C,SAND,B,2,UTST,NA,N,17,32,83,1,W,0
8/19/02,C,SAND,B,3,UTST,M,N,16,42,116,2,W,0
8/19/02,C,SAND,B,5,UTST,J,N,NA,NA,NA,NA,NA,1
8/19/02,C,SAND,B,14,UTST,J,N,15,31,81,1,W,0
8/19/02,G,BASN,B,1,UTST,J,N,14,37,100,1,W,0
8/19/02,G,BASN,B,11,CNTE,J,N,2,44,144,2,W,0
8/19/02,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/02,G,SUMM,A,1,CNTI,J,N,NA,NA,NA,NA,NA,1
8/19/02,M,NORT,C,2,CNTE,J,N,1,39,130,1,W,0
8/19/02,M,NORT,C,9,UTST,J,N,12,26,74,1,W,0
8/19/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/02,M,WELL,B,4,UTST,J,R,4,NA,NA,NA,NA,0
8/19/02,M,WELL,B,8,UTST,J,N,13,36,91,1,W,0
8/19/02,T,EAST,B,10,CNIN,J,N,2,27,79,1,W,0
8/19/02,T,EAST,B,11,UTST,F,N,11,44,95,1,W,0
8/19/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/02,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/02,G,BASN,B,11,CNTE,J,R,2,NA,NA,NA,NA,0
8/22/02,G,IBPE,C,11,UTST,J,N,20,27,95,1,W,0
8/22/02,G,IBPE,C,12,UTST,J,N,21,26,81,1,W,0
8/22/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/02,G,SUMM,A,2,CNIN,J,N,3,35,125,2,W,0
8/22/02,G,SUMM,A,3,PHCO,J,N,1,17,30,1,W,0
8/22/02,G,SUMM,A,3,PHCO,J,N,2,20,30,1,W,0
8/22/02,M,NORT,C,8,CNTE,J,N,3,37,131,1,W,0
8/22/02,M,RABB,A,13,CNTE,J,N,4,39,135,1,W,0
8/22/02,M,WELL,B,1,UTST,J,N,19,31,80,1,W,0
8/22/02,M,WELL,B,5,UTST,J,N,18,35,95,1,W,0
8/22/02,M,WELL,B,6,CNTI,NA,NA,NA,NA,NA,NA,NA,1
8/22/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,G,BASN,B,1,CNTE,J,N,NA,38,131,1,B,0
8/26/02,G,BASN,B,7,CNTE,J,N,NA,32,107,1,W,0
8/26/02,G,BASN,B,8,CNTE,J,N,NA,46,105,2,W,0
8/26/02,G,BASN,B,11,UTST,J,R,NA,NA,NA,NA,NA,0
8/26/02,G,IBPE,C,15,UTST,J,N,NA,34,95,2,W,0
8/26/02,G,SUMM,A,6,PHCO,J,N,NA,28,33,1,W,0
8/26/02,G,SUMM,A,7,EUOB,J,N,NA,52,144,2,W,0
8/26/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/26/02,T,WEST,A,14,CRCO,F,N,NA,80,234,27,W,0
8/26/02,T,WEST,A,15,CRCO,F,N,NA,87,222,35,W,0
11/15/02,C,CALI,A,8,UTST,M,N,23,47,116,4,W,0
11/15/02,C,GRAV,D,6,UTST,F,N,24,44,112,3,W,0
11/15/02,C,GRAV,D,8,UTST,F,N,25,45,111,3,W,0
11/15/02,C,SAND,B,2,UTST,M,N,22,38,73,2,B,0
11/15/02,C,SAND,B,11,UTST,F,N,21,40,115,4,W,0
11/15/02,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/02,G,IBPE,C,1,UTST,M,N,18,43,133,5,W,0
11/15/02,G,IBPE,C,1,UTST,M,N,19,40,129,4,B,0
11/15/02,G,IBPE,C,3,UTST,M,N,20,50,68,4,B,0
11/15/02,G,IBPE,C,16,UTST,M,N,16,50,135,6,W,0
11/15/02,G,IBPE,C,16,UTST,F,N,17,37,111,2,W,0
11/15/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/02,M,NORT,C,1,UTST,F,N,10,44,119,3,W,0
11/15/02,M,NORT,C,5,UTST,F,N,7,35,102,3,W,0
11/15/02,M,NORT,C,9,CNTI,F,N,1,53,86,5,B,0
11/15/02,M,NORT,C,14,UTST,J,N,8,24,70,1,W,0
11/15/02,M,NORT,C,16,UTST,M,N,9,37,102,2,W,0
11/15/02,M,RABB,A,15,UTST,F,N,11,38,95,3,W,0
11/15/02,M,WELL,B,4,UTST,F,N,15,41,106,3,W,0
11/15/02,M,WELL,B,6,UTST,J,N,14,32,72,1,W,0
11/15/02,M,WELL,B,14,UTST,F,N,12,38,111,3,W,0
11/15/02,M,WELL,B,14,UTST,M,N,13,30,96,2,W,0
11/15/02,T,EAST,B,1,UTST,J,N,6,37,92,2,W,0
11/15/02,T,EAST,B,3,UTST,F,N,3,48,125,3,W,0
11/15/02,T,EAST,B,4,UTST,F,N,4,42,125,3,W,0
11/15/02,T,EAST,B,4,UTST,M,N,5,50,130,5,W,0
11/15/02,T,EAST,B,8,UTST,F,N,2,39,98,3,W,0
11/15/02,T,EAST,B,10,UTST,M,N,1,28,85,2,W,0
11/15/02,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/02,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/02,C,GRAV,D,6,UTST,M,N,NA,52,135,6,W,0
11/22/02,C,SAND,B,8,UTST,F,N,NA,40,112,3,W,0
11/22/02,C,SAND,B,8,UTST,M,N,NA,45,144,5,W,0
11/22/02,G,BASN,B,11,PHCO,M,N,NA,33,41,2,W,0
11/22/02,G,IBPE,C,2,UTST,M,N,NA,38,70,2,B,0
11/22/02,G,IBPE,C,11,UTST,F,N,NA,49,136,5,W,0
11/22/02,G,IBPE,C,16,UTST,F,N,NA,42,116,3,W,0
11/22/02,G,IBPE,C,16,UTST,F,N,NA,42,111,3,W,0
11/22/02,G,IBPE,C,16,UTST,F,N,NA,44,121,3,W,0
11/22/02,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/02,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/02,M,RABB,A,1,UTST,M,N,NA,43,133,4,W,0
11/22/02,M,RABB,A,9,UTST,F,N,NA,39,110,2,W,0
11/22/02,M,RABB,A,15,UTST,M,N,NA,46,130,4,W,0
11/22/02,M,WELL,B,8,UTST,F,N,NA,39,110,2,B,0
11/22/02,M,WELL,B,16,UTST,J,NA,NA,31,81,1,W,0
11/22/02,T,EAST,B,1,UTST,F,NA,NA,39,90,2,B,0
11/22/02,T,EAST,B,8,UTST,NA,R,2,NA,NA,NA,NA,0
11/22/02,T,WEST,A,1,SCUN,F,N,NA,41,107,2,W,0
3/14/03,T,WEST,A,16,UTST,M,N,1,53,138,5,W,1
3/14/03,T,WEST,A,9,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/03,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/14/03,M,NORT,C,1,UTST,M,N,2,50,134,5,W,0
3/14/03,M,NORT,C,5,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/03,M,RABB,A,11,UTST,F,N,3,47,115,4,W,0
3/14/03,M,WELL,B,4,UTST,F,N,4,42,63,2,B,0
3/14/03,M,WELL,B,15,UTST,M,N,5,36,101,2,W,0
3/14/03,M,WELL,B,16,UTST,M,N,6,48,132,4,W,0
3/14/03,G,IBPE,C,15,CNIN,F,N,7,40,138,2,W,0
3/14/03,G,IBPE,C,11,CNIN,F,N,8,45,144,2,W,0
3/14/03,G,IBPE,C,11,CNIN,M,N,9,52,135,5,W,0
3/14/03,G,IBPE,C,6,UTST,F,N,10,42,117,4,W,0
3/14/03,G,IBPE,C,3,UTST,F,N,11,43,118,4,W,0
3/14/03,G,BASN,B,8,CNIN,F,N,12,34,115,1,W,0
3/14/03,G,BASN,B,3,CNIN,F,N,13,41,139,2,W,0
3/14/03,C,SAND,B,2,UTST,M,N,NA,50,70,NA,B,1
3/14/03,C,SAND,B,13,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/03,G,SUMM,A,1,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/03,G,SUMM,A,15,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/03,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/14/03,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,M,NORT,C,4,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,M,NORT,C,5,CNTI,J,N,NA,44,148,2,W,0
3/21/03,M,NORT,C,12,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,M,NORT,C,13,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,M,WELL,A,1,UTST,F,N,NA,40,73,2,B,0
3/21/03,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,G,SUMM,A,2,CRCO,J,N,NA,49,108,4,W,1
3/21/03,G,SUMM,A,2,CRCO,J,N,NA,35,73,1,W,1
3/21/03,G,SUMM,A,6,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/03,C,CALI,A,12,CRCO,J,N,NA,37,78,2,B,1
3/21/03,C,GRAV,D,1,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,C,GRAV,D,13,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,C,GRAV,D,15,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,C,GRAV,D,16,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/21/03,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,T,WEST,A,2,UTST,F,N,1,49,63,3,B,0
6/17/03,T,EAST,B,16,CRCO,F,N,NA,86,264,30,W,0
6/17/03,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,G,IBPE,C,14,UTST,M,N,NA,50,124,4,B,0
6/17/03,G,IBPE,C,15,CNUN,F,N,NA,50,153,3,B,0
6/17/03,G,BASN,B,4,CNUN,F,N,NA,51,168,3,W,0
6/17/03,G,BASN,B,13,BUDE,NA,N,NA,NA,NA,NA,NA,0
6/17/03,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,G,SUMM,A,2,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/17/03,G,IBPE,C,3,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/17/03,G,SUMM,A,3,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/17/03,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/17/03,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,T,WEST,A,1,CRCO,F,N,NA,91,292,34,W,0
6/20/03,T,WEST,A,2,CNTI,M,N,NA,78,274,13,W,0
6/20/03,T,EAST,B,16,CRCO,F,N,NA,93,302,38,W,0
6/20/03,M,WELL,B,15,UTST,F,N,NA,48,95,4,B,0
6/20/03,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,G,BASN,B,NA,CNIN,F,N,NA,49,170,3,W,1
6/20/03,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/20/03,C,GRAV,D,9,UTST,J,N,NA,21,55,1,W,0
6/20/03,C,GRAV,D,9,UTST,J,N,NA,21,52,1,W,0
6/24/03,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/24/03,T,EAST,B,10,UTST,F,N,NA,44,121,3,W,0
6/24/03,T,EAST,B,13,UTST,F,N,NA,50,130,4,W,0
