date,zone,site,plot,pit,spp,sex,rcap,toe_num,SV_length,total_length,weight,tail,pc
5/28/91,G,IBPE,C,9,UTST,F,N,2142,46,105,3,W,0
5/28/91,M,RABB,B,4,UTST,F,N,2140,47,121,3,W,0
5/28/91,M,WELL,B,11,UTST,F,N,2141,45,103,3,W,0
5/28/91,T,EAST,B,1,UTST,F,N,2144,51,130,3,W,0
5/31/91,C,CALI,A,11,COTE,F,R,50,44,98,3,W,0
5/31/91,C,SAND,B,12,UTST,F,N,2145,45,97,3,B,0
5/31/91,G,BASN,B,1,CNTI,F,N,423,59,214,7,W,0
5/31/91,G,BASN,B,4,HOMA,F,N,15,51,107,5,W,0
5/31/91,M,RABB,A,6,UTST,F,NA,NA,NA,NA,NA,NA,1
5/31/91,T,EAST,B,3,CNTI,M,N,424,61,183,7,W,0
6/18/91,C,CALI,A,5,COTE,F,R,4,50,108,5,W,0
6/18/91,C,CALI,A,5,PHMO,F,N,4,36,56,4,W,0
6/18/91,C,CALI,A,14,COTE,F,N,21,52,111,5,W,0
6/18/91,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/91,G,BASN,B,13,HOMA,F,N,14,57,122,10,W,0
6/18/91,G,IBPE,A,3,CNIN,F,N,30,50,180,3,W,0
6/18/91,G,IBPE,C,5,CNIN,M,N,31,50,174,4,W,0
6/18/91,G,IBPE,C,16,CNIN,F,N,33,45,122,2,W,0
6/18/91,G,IBPE,C,16,CNIN,F,N,32,43,165,3,W,0
6/18/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/18/91,M,RABB,C,10,EUOB,F,N,11,85,135,21,B,0
6/18/91,M,WELL,B,16,CNIN,F,N,34,50,65,4,B,1
6/18/91,T,EAST,B,2,CNTI,M,N,501,73,243,12,W,0
6/18/91,T,EAST,B,2,UTST,M,NA,NA,NA,NA,NA,NA,1
6/18/91,T,EAST,B,3,CNTI,F,N,4000,68,258,22,W,1
6/18/91,T,EAST,B,4,CNTI,M,N,502,70,225,10,W,0
6/18/91,T,EAST,B,9,CNTI,F,N,500,83,280,18,W,0
6/18/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,G,BASN,B,14,HOMA,M,N,20,52,71,5,W,0
6/21/91,G,BASN,B,15,HOMA,M,N,15,52,126,6,W,0
6/21/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,M,RABB,A,2,SCUN,M,N,21,45,130,3,W,0
6/21/91,M,RABB,A,6,UTST,F,N,1534,42,109,1,W,0
6/21/91,M,RABB,A,15,CNTI,F,N,520,83,303,29,W,0
6/21/91,M,RABB,C,8,UTST,F,N,1534,45,115,4,W,1
6/21/91,M,WELL,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/21/91,T,EAST,B,7,PHMO,F,N,5,47,69,4,W,0
6/21/91,T,EAST,B,14,UTST,F,N,1533,48,123,5,W,0
6/21/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,C,CALI,A,1,COTE,M,N,22,55,127,3,W,0
6/25/91,C,CALI,A,3,PHMO,F,N,10,55,86,18,W,0
6/25/91,C,CALI,A,11,COTE,NA,NA,NA,NA,NA,NA,NA,1
6/25/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,C,SAND,B,16,CNTI,M,N,502,91,321,11,W,0
6/25/91,G,BASN,B,12,CNTI,M,R,220,65,175,6,W,0
6/25/91,G,BASN,B,15,HOMA,F,R,10,50,115,4,W,0
6/25/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,M,RABB,A,13,CNNE,F,N,15,63,233,10,W,0
6/25/91,M,RABB,A,15,CNNE,F,N,20,49,194,8,W,0
6/25/91,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/25/91,T,WEST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/28/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/28/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/28/91,C,SAND,B,8,UTST,J,N,NA,26,58,1,W,0
6/28/91,C,SAND,B,16,UTST,J,N,NA,23,54,1,W,0
6/28/91,G,BASN,B,1,HOMA,F,N,21,54,112,7,W,0
6/28/91,G,BASN,B,1,HOMA,F,N,22,59,120,9,W,0
6/28/91,G,BASN,B,12,HOMA,M,R,15,55,131,5,W,0
6/28/91,G,BASN,B,16,HOMA,F,R,14,61,128,10,W,0
6/28/91,G,IBPE,C,1,CNIN,M,N,40,52,165,3,W,0
6/28/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/28/91,M,RABB,C,14,EUOB,F,N,15,75,165,9,W,1
6/28/91,T,EAST,B,4,PHCO,F,N,14,58,87,12,W,0
6/28/91,T,EAST,B,9,CNTE,F,N,34,64,214,8,W,0
6/28/91,T,EAST,B,14,PHMO,F,N,11,44,66,5,W,0
6/28/91,T,WEST,A,3,CNTI,M,N,503,71,256,12,W,0
6/28/91,T,WEST,A,4,CNIN,M,N,35,41,153,3,W,0
6/28/91,T,WEST,A,8,SCUN,M,N,22,52,194,4,W,0
7/9/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/9/91,C,GRAV,D,NA,PHMO,M,N,12,50,78,5,W,1
7/9/91,C,GRAV,D,2,CNIN,F,N,41,60,178,4,W,0
7/9/91,C,SAND,B,14,UTST,J,N,NA,23,61,1,W,0
7/9/91,G,BASN,B,12,HOMA,F,R,15,52,126,7,W,0
7/9/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/9/91,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/9/91,M,RABB,A,9,CNNE,F,N,21,60,240,7,W,0
7/9/91,M,RABB,A,11,SCUN,J,N,NA,24,NA,1,B,0
7/9/91,M,RABB,C,12,SCUN,J,N,NA,23,58,1,W,1
7/9/91,M,RABB,C,16,UTST,J,N,NA,23,NA,NA,B,0
7/9/91,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/9/91,T,EAST,B,4,UTST,J,N,NA,22,50,1,W,0
7/9/91,T,EAST,B,5,UTST,J,N,NA,23,52,1,W,0
7/9/91,T,EAST,B,9,CNTI,F,N,504,63,118,6,W,0
7/9/91,T,EAST,B,12,UTST,J,N,NA,24,30,1,W,0
7/9/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,C,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,C,RABB,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,C,RABB,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,G,IBPE,A,4,UTST,J,N,NA,23,52,1,W,0
7/11/91,G,IBPE,C,8,UTST,J,N,NA,19,43,1,W,0
7/11/91,G,IBPE,C,11,UTST,J,N,NA,21,50,1,W,0
7/11/91,G,RABB,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,M,RABB,C,NA,UTST,J,N,NA,19,35,1,W,0
7/11/91,M,WELL,B,15,UTST,J,N,NA,24,54,1,W,0
7/11/91,T,EAST,B,2,UTST,J,N,NA,23,51,1,W,0
7/11/91,T,EAST,B,8,PHMO,M,N,NA,55,84,NA,W,1
7/11/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/11/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,C,CALI,A,6,COTE,M,R,50,40,88,5,B,1
7/16/91,C,CALI,A,13,COTE,F,N,23,54,118,5,W,0
7/16/91,C,GRAV,A,5,UTST,J,N,NA,23,52,1,W,0
7/16/91,C,GRAV,D,6,UTST,J,N,NA,22,52,1,W,0
7/16/91,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,G,IBPE,C,NA,UTST,J,N,NA,21,49,1,W,0
7/16/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/16/91,M,WELL,B,4,UTST,J,N,NA,21,49,1,W,0
7/16/91,M,WELL,B,8,UTST,J,N,NA,23,52,1,W,0
7/16/91,T,EAST,B,3,UTST,J,N,NA,21,49,1,W,1
7/16/91,T,EAST,B,6,UTST,J,N,NA,22,50,1,W,1
7/19/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/19/91,C,GRAV,D,2,CNIN,NA,NA,NA,NA,NA,NA,NA,1
7/19/91,C,SAND,C,3,UTST,J,N,NA,24,56,1,W,0
7/19/91,G,BASN,B,1,UTST,J,N,NA,27,67,2,W,0
7/19/91,G,IBPE,A,4,CNIN,F,R,30,55,186,4,NA,0
7/19/91,G,IBPE,A,15,UTST,J,N,NA,22,50,1,W,0
7/19/91,G,IBPE,C,7,UTST,J,N,NA,21,41,1,B,0
7/19/91,G,IBPE,C,8,UTST,J,N,NA,22,48,1,W,0
7/19/91,M,RABB,A,7,UTST,J,N,NA,23,42,1,B,0
7/19/91,M,RABB,A,12,UTST,J,N,NA,21,50,1,NA,0
7/19/91,M,RABB,C,3,UTST,J,N,NA,23,51,1,W,0
7/19/91,M,RABB,C,5,UTST,J,N,NA,20,47,1,W,0
7/19/91,M,RABB,C,15,UTST,J,N,NA,21,50,1,W,0
7/19/91,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
7/19/91,T,EAST,B,12,CNTE,F,NA,NA,92,292,NA,W,1
7/19/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/13/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/91,C,GRAV,D,5,SCMA,J,N,NA,27,62,1,W,0
8/13/91,C,SAND,B,7,CNTI,M,R,33,85,280,26,W,0
8/13/91,G,BASN,B,1,UTST,J,N,NA,60,98,1,W,0
8/13/91,G,IBPE,A,2,UTST,F,N,1540,38,95,4,B,1
8/13/91,G,IBPE,C,12,CNIN,J,N,NA,30,70,1,B,0
8/13/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/91,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/13/91,M,WELL,B,2,UTST,J,N,NA,23,55,1,W,0
8/13/91,T,EAST,B,10,CNTI,M,NA,505,74,249,14,W,0
8/13/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,G,BASN,B,11,CNTE,F,N,35,75,265,24,W,0
8/16/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/91,M,RABB,A,13,CNNE,F,N,NA,30,110,1,W,0
8/16/91,M,RABB,C,6,UTST,J,N,NA,29,79,1,W,0
8/16/91,M,RABB,C,12,UTST,J,N,NA,32,55,1,W,0
8/16/91,M,WELL,B,11,UTST,F,N,1541,32,85,2,W,0
8/16/91,T,EAST,B,3,CNTI,F,N,510,80,188,18,W,0
8/16/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/20/91,C,CALI,A,10,SCMA,J,N,NA,38,88,2,W,0
8/20/91,C,GRAV,D,7,UTST,J,N,NA,30,81,1,W,0
8/20/91,C,SAND,B,7,CNTI,M,R,421,75,139,15,B,0
8/20/91,C,SAND,B,10,UTST,J,N,NA,29,75,2,W,0
8/20/91,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/20/91,G,IBPE,A,3,UTST,J,N,NA,33,73,2,W,0
8/20/91,G,IBPE,A,10,CNNE,J,N,NA,30,98,2,W,0
8/20/91,G,IBPE,C,15,CNIN,F,N,42,56,187,3,W,0
8/20/91,G,IBPE,C,16,UTST,J,N,NA,26,61,1,W,0
8/20/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/20/91,M,RABB,C,6,UTST,J,N,NA,32,61,2,B,0
8/20/91,M,RABB,C,8,UTST,J,N,NA,24,58,1,W,1
8/20/91,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/20/91,T,EAST,B,3,UTST,J,N,NA,30,47,1,B,0
8/20/91,T,EAST,B,8,CNTE,F,R,34,75,251,12,W,1
8/20/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,C,CALI,A,4,COTE,M,N,NA,63,116,NA,W,1
8/23/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,C,SAND,B,9,UTST,M,N,1542,41,106,3,W,0
8/23/91,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,G,IBPE,A,3,CNIN,M,N,31,56,92,4,B,1
8/23/91,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,M,RABB,C,8,UTST,J,N,NA,32,92,1,W,0
8/23/91,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/23/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/7/91,C,CALI,A,2,UTST,F,N,2035,43,49,3,B,0
11/7/91,C,CALI,A,7,UTST,M,N,2034,50,68,5,B,0
11/7/91,C,CALI,A,8,UTST,F,N,2040,45,102,3,B,0
11/7/91,C,CALI,A,13,UTST,M,N,2033,52,138,6,W,0
11/7/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/7/91,C,SAND,B,1,UTST,M,N,2032,50,136,6,W,0
11/7/91,C,SAND,B,4,UTST,M,N,2031,54,139,6,W,0
11/7/91,C,SAND,B,10,UTST,M,R,1532,53,133,6,B,0
11/7/91,C,SAND,B,15,UTST,M,N,2030,32,85,2,W,0
11/7/91,G,BASN,B,10,UTST,F,N,2025,43,108,2,W,0
11/7/91,G,BASN,B,14,HOMA,J,N,NA,32,57,1,W,0
11/7/91,G,BASN,B,16,UTST,F,N,2024,37,96,2,W,0
11/7/91,G,IBPE,A,2,UTST,F,N,2014,44,99,3,W,0
11/7/91,G,IBPE,A,2,UTST,M,N,2015,40,82,2,W,0
11/7/91,G,IBPE,A,7,UTST,M,N,2013,50,125,4,W,0
11/7/91,G,IBPE,A,15,UTST,M,N,2012,50,140,5,W,0
11/7/91,G,IBPE,C,11,UTST,F,N,2020,30,76,2,W,0
11/7/91,G,IBPE,C,12,UTST,M,N,2022,46,126,4,W,0
11/7/91,G,IBPE,C,12,UTST,F,N,2023,45,116,3,W,0
11/7/91,G,IBPE,C,12,UTST,J,N,NA,32,75,2,W,0
11/7/91,G,IBPE,C,15,UTST,M,R,553,48,110,5,B,0
11/7/91,M,RABB,A,5,UTST,M,N,1553,43,115,4,W,0
11/7/91,M,RABB,A,7,UTST,F,N,1555,38,108,3,W,0
11/7/91,M,RABB,A,9,UTST,M,R,2123,45,131,5,W,1
11/7/91,M,RABB,A,9,UTST,F,N,2000,34,84,2,B,0
11/7/91,M,RABB,A,9,UTST,F,R,2052,43,115,4,W,0
11/7/91,M,RABB,A,12,UTST,F,N,1554,33,103,3,W,0
11/7/91,M,RABB,A,13,UTST,F,N,2004,45,113,3,W,0
11/7/91,M,RABB,A,13,UTST,M,N,2005,37,100,2,W,0
11/7/91,M,RABB,A,14,UTST,M,N,2003,48,95,5,B,0
11/7/91,M,RABB,A,15,UTST,F,N,2002,38,87,2,W,0
11/7/91,M,RABB,A,16,UTST,F,N,2001,44,113,3,W,0
11/7/91,M,RABB,C,8,UTST,F,N,NA,32,96,NA,W,1
11/7/91,M,RABB,C,10,UTST,M,N,2010,37,87,2,W,0
11/7/91,M,WELL,B,15,UTST,F,N,2011,45,115,3,W,0
11/7/91,T,EAST,B,2,UTST,F,N,1543,50,133,5,W,0
11/7/91,T,EAST,B,3,UTST,F,N,1544,45,105,5,B,0
11/7/91,T,EAST,B,3,UTST,J,N,NA,30,70,2,B,0
11/7/91,T,EAST,B,3,UTST,M,N,1545,40,101,3,W,0
11/7/91,T,EAST,B,3,UTST,F,N,1550,42,62,3,B,0
11/7/91,T,EAST,B,4,UTST,F,N,1551,48,118,5,B,0
11/7/91,T,EAST,B,4,UTST,F,N,1552,40,107,3,W,0
11/7/91,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/13/91,G,IBPE,C,11,UTST,J,N,NA,30,50,1,B,0
11/13/91,M,RABB,A,16,UTST,M,N,2151,38,88,2,W,0
11/13/91,M,RABB,C,13,UTST,F,N,2152,33,88,2,W,0
11/13/91,M,WELL,B,5,UTST,M,N,2154,37,67,2,B,0
11/13/91,M,WELL,B,11,UTST,F,N,2153,39,94,2,W,0
11/13/91,T,EAST,B,12,UTST,F,R,100,40,108,4,W,0
11/13/91,T,WEST,A,8,SCUN,F,N,23,41,111,4,W,0
3/11/92,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,M,RABB,A,2,UTST,M,NA,2155,40,105,3,W,0
3/11/92,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/11/92,T,EAST,B,4,UTST,M,NA,2152,51,138,5,W,1
3/11/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,C,CALI,B,15,UTST,M,N,2202,52,122,5,W,0
3/17/92,C,GRAV,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,C,SAND,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,G,BASN,B,16,HOMA,F,N,23,35,70,2,W,0
3/17/92,G,IBPE,A,1,UTST,M,N,2200,48,125,4,W,0
3/17/92,G,IBPE,A,1,UTST,F,N,2201,45,83,3,B,0
3/17/92,G,IBPE,C,12,CNIN,M,N,43,45,158,3,W,0
3/17/92,M,RABB,A,6,UTST,M,R,1553,47,121,5,W,0
3/17/92,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/17/92,T,WEST,A,1,SCUN,M,N,224,43,108,3,W,1
6/16/92,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,G,BASN,B,5,CNIN,M,N,44,47,135,3,W,0
6/16/92,G,BASN,B,14,HOMA,F,N,24,55,120,5,W,1
6/16/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/16/92,M,RABB,C,1,CNTI,M,N,511,60,215,9,W,0
6/16/92,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,C,GRAV,D,NA,PHCO,F,NA,15,57,94,10,W,0
6/19/92,C,SAND,B,NA,UTST,M,N,2203,55,112,5,B,0
6/19/92,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,M,RABB,B,NA,SCUN,F,N,25,48,132,3,W,0
6/19/92,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/92,T,WEST,A,12,CNTI,F,NA,NA,NA,NA,NA,NA,1
6/23/92,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/23/92,M,WELL,B,5,UTST,F,N,2204,47,122,3,W,0
6/23/92,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/23/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,C,GRAV,D,15,HOMA,NA,NA,NA,NA,NA,NA,NA,1
6/26/92,C,SAND,B,12,CNIN,F,N,45,54,130,4,W,1
6/26/92,G,BASN,B,9,UTST,F,R,2025,45,115,2,W,0
6/26/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,G,IBPE,C,10,UTST,F,NA,NA,NA,NA,NA,W,1
6/26/92,M,RABB,A,10,UTST,M,N,2205,50,125,4,W,0
6/26/92,M,RABB,B,3,UTST,F,N,2210,NA,NA,2,W,1
6/26/92,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,C,CALI,A,5,UTST,J,N,NA,27,35,1,B,0
8/11/92,C,CALI,A,15,CRCO,J,N,NA,35,75,1,W,0
8/11/92,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,C,SAND,B,3,UTST,J,N,NA,20,50,1,W,0
8/11/92,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/11/92,M,RABB,A,15,UTST,J,N,NA,28,69,1,W,0
8/11/92,M,RABB,A,16,UTST,J,N,NA,NA,NA,2,W,1
8/11/92,M,RABB,C,15,UTST,J,N,NA,27,67,1,W,1
8/11/92,M,WELL,B,1,HOMA,J,N,NA,20,50,1,W,0
8/11/92,T,EAST,B,3,CNIN,J,N,NA,NA,NA,1,W,1
8/11/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,C,CALI,A,4,COTE,J,N,NA,34,56,1,B,0
8/14/92,C,CALI,A,12,UTST,J,N,NA,22,56,1,W,0
8/14/92,C,CALI,A,12,UTST,J,N,NA,32,86,1,W,0
8/14/92,C,GRAV,D,1,CNIN,F,NA,NA,NA,NA,NA,NA,1
8/14/92,C,GRAV,D,7,CNTI,J,N,NA,35,122,1,W,0
8/14/92,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,G,IBPE,A,3,UTST,J,N,NA,30,76,1,W,0
8/14/92,G,IBPE,C,7,CNNE,M,N,NA,30,87,1,W,0
8/14/92,M,RABB,A,12,UTST,J,N,NA,25,65,1,W,0
8/14/92,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/92,M,WELL,B,8,UTST,J,N,NA,27,70,1,W,0
8/14/92,T,EAST,B,2,CNTE,J,N,35,36,51,1,B,0
8/14/92,T,EAST,B,3,UTST,J,N,NA,32,78,1,W,0
8/14/92,T,EAST,B,10,UTST,J,N,NA,30,75,1,W,0
8/14/92,T,EAST,B,10,UTST,J,N,NA,25,60,1,W,0
8/14/92,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/18/92,C,CALI,A,13,UTST,F,N,2211,41,100,2,B,0
8/18/92,C,GRAV,D,3,UTST,J,N,NA,24,65,1,W,0
8/18/92,C,SAND,B,13,UTST,J,N,NA,31,82,1,W,0
8/18/92,C,SAND,B,14,UTST,J,N,NA,23,56,1,W,0
8/18/92,C,SAND,B,15,UTST,J,N,NA,30,85,1,W,0
8/18/92,G,BASN,B,14,HOMA,J,N,NA,23,45,1,W,0
8/18/92,G,IBPE,A,3,CNIN,F,N,NA,36,99,1,W,0
8/18/92,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
